headline,label
"insolvency: no need for additional provisioning for 12 npas, says sbi chief. total npa provisioning of banks stood at rs 2.2 trn as of fy17, up from rs 2 trn in fy16",neutral
govt makes fresh attempt to revive idbi bank. reserve bank of india last month put idbi bank under watch by initiating prompt corrective action,positive
"new accounting standard may hit banks lending to infra, realty firms. switch to indas may increase debts on the books of firms",negative
banking stocks take a hit on provisioning worries. the reserve bank of indias (rbi) mandate instructing banks to make higher provisions for accounts referred to national company .,negative
banks appoint insolvency professionals for seven large accounts. corporation bank invited bids to fix insolvency professionals and gave the mandate to ey,neutral
"with demonetisation woes over, bofa-ml sees credit growing 15% this year. credit growth had slipped to lowest level since independence in fy17, falling to paltry 5.1 per cent, rbi",positive
"cas, bankers in a rush to pass insolvency exam. test on lines of iit-jee",negative
"huge haircut needed on largest npas, says crisil. estimates another rs 40,000 cr provision needed for 12 a/cs sent for insolvency action by rbi",negative
"hdfc seeks shareholders nod for rs 85,000-cr fundraising. funds to be raised through various debt instruments; agm is scheduled to be held on july 26",neutral
"record low credit growth: 1,000 cos borrowed rs 1 lakh cr less in fy17. one-third of this massive contraction was led by just 10 companies",negative
"finmin wants basel iii deadline extended to help banks clean up books. six of 21 psu banks under corrective action, need higher capital to improve poor financial health",neutral
"bogged down by rs 6,000-cr loan dues, adhunik metaliks to plead insolvency. kolkata-based adhunik metaliks, a maker of steel with rs 6,000 crore of loan dues, is planning to file for insolvency, say those .",negative
"i-t dept slaps rs 24,500-cr tax notice on pacl. demand adds to the rs 57,000-crore dues payable from companys assets on sale",negative
"now, cvc can probe corruption at private sector banks; rbi okays proposal. sc ruled that chairman, md and other officers of a private. bank can be seen as public servants",positive
banks may have to take 60% haircut on 12 largest bad loans: crisil. rbi has reviewed the top 500 exposures that are partly or wholly classified as npas,negative
"ways to reduce your risk when bank doesnt compensate for theft from locker. prudence over choice of bank, a detailed item inventory are a few of the ways",neutral
bank stress: italy paying 5.2 bn euros in resources to keep 2 banks afloat. italian economy minister assured that there will be normalcy at teller windows when two banks reopen,negative
india does not need too many govt banks; consolidation the right move. state-run banks will reduce in number but get healthier to stand up to competition from global banks,neutral
"have a locker at a psu bank? youre on your own in case of theft, rbi says. banks say relationship with customers with regard to lockers is that of landlord) and lessor",neutral
"tap equity market: govt tells 5 psu banks. each of these psbs looking to raise rs 1,000-6,000 crore",neutral
"idfc bank cfo sunil kakar appointed md & ceo of idfc ltd, replaces limaye. prior to joining idfc, kakar worked with max new york life insurance company since 2001 as cfo",neutral
"brexit effect? rbs to cut over 400 uk jobs, plans to move them to india. this move will help handle loans for small businesses, as part of an ongoing cost-cutting drive",negative
"aegon life explores fintech,e-commerce channels to sell policies. aegon life is a joint venture between global insurer aegon and bennett coleman & company",neutral
irdais ad budget raised in fy18 even as it spent only 40% in fy17. irdai had a budget of rs 60 cr for ad last year of which it spent only rs 24 cr,positive
"sbi chief bhattacharya earned rs 2.37 cr less than icici bank chief in fy17. while chanda kochhar got a pay of rs 2.66 crore, arundhati bhattacharya took home only rs 28.96 lakh",neutral
indias exposure to us govt securities touches a high of $124 bn in april. india had the third largest exposure to the us government securities after china and brazil,positive
each cyber threat to online banking costs a bank nearly $1.75 mn: kaspersky. banks also need to ensure to provide customers with secured access to mobile & online services,negative
"hdfc to list subsidiaries at opportune time, says chairman deepak parekh. hdfc has various subsidiaries which can be listed",neutral
"western, southern states outstanding bank credit at rs 41 lakh cr: rbi. outstanding loans to punjab and rajasthan were at rs 1,96,600 cr and rs 2,03,000 cr",neutral
"nspcl to make bond market debut, asks bankers for underwriting bids. to raise rs 1.5k cr; 1st tranche would be for rs 250 cr with green shoe option of another rs 250 cr",neutral
"graphic: dealing with bankruptcy. total value of insured deposits stood at rs 28,26,400 crore at the end of march 2016",neutral
cbi registers 16 cases to probe rs 145-crore fraud against corporation bank. cbi has registered six cases related to loan fraud committed at the banks vasant kunj branch,neutral
bank sold you a bad insurance or mf plan? go to banking ombudsman. you can also approach the ombudsman if your bank flouts mobile banking or electronic banking rules,neutral
irdai directs sahara india life insurance to stop underwriting new business. but its allowed to continue its business as far as its existing business is concerned,neutral
indian overseas banks woes stay despite corrective action for 7 quarters. the prompt corrective action (pca) plan it was ordered to adopt hasnt yet enabled a turnaround at chennai-based indian overseas .,negative
govt loosens norms for auditor rotation at unlisted companies. the ministry of corporate affairs has come out with a notification to raise threshold to rs 50 crore,negative
"banks to take a haircut for insolvency of non-performing assets. 49 indebted firms have debt of rs 2.8 lakh cr, backed by rs 1.67 lakh cr of fixed assets",negative
banks asset quality to improve after fy18: icra. psbs are expected to report relatively healthy return on equity at 10-12 per cent for fy18,positive
"resolve 55 accounts in 6 months or face ibc: rbi to banks. earlier this month, reserve bank of india identified 12 accounts for insolvency proceedings",neutral
rbi expands overseeing committee membership to five for bad loan resolution. the five-member committee has mandate to vet restructuring proposals for big-ticket stressed loans,neutral
