Unnamed: 0,Date,Title,Description,sentiment,label
5684,"June 18, 2017, Sunday",Bandhan Bank to open 160 branches more,The bank currently has 840 branches spread across different states in the country,positive,2
5685,"June 18, 2017, Sunday","After SBI, 4 other govt banks asked to weigh acquisition of smaller peers","Niti Aayog sets tone, tenure of roadmap for second round of consolidation in banking sector",neutral,1
5686,"June 18, 2017, Sunday",RBI puts Bank of Maharashtra under prompt corrective action lens,Bank's net non-performing assets ratio rose to 11.76% at the end of March,neutral,1
5687,"June 17, 2017, Saturday",Insurance Information Bureau plans central data base of insurance agents,Move to help individual companies in having a background check of intermediaries before engaging them,neutral,1
5688,"June 17, 2017, Saturday",Equitas to diversify products for a sustainable model,Equitas has in the past year started a Small Finance Bank (SFB),positive,2
5689,"June 17, 2017, Saturday",NPCI to roll out RuPay credit cards,The banks which are working on the credit card includes public sector banks and a cooperative bank,neutral,1
5690,"June 17, 2017, Saturday",RBI initiates PCA against Bank of Maharashtra as bad loans rise,BoM has become the sixth state-owned lender to be put under the PCA,negative,0
5691,"June 17, 2017, Saturday",SBI cautious in India but looking to increase corporate lending in Europe,SBI Frankfurt is looking at around 20-25 per cent growth in business over the next years,positive,2
5692,"June 17, 2017, Saturday",Steel firms dominate RBI's list of 12 defaulters,"Bhushan Steel, Lanco Infratech, and Essar Steel the most indebted companies",neutral,1
5693,"June 17, 2017, Saturday",PSBs need more than budgeted capital infusion: Mundra,"RBI identified stressed accounts each having more than Rs 5,000 crore of outstanding loans",neutral,1
5694,"June 16, 2017, Friday",Don't report frauds below Rs one lakh to police: CVC to public sector banks,"Earlier banks were mandated to report fraud of above Rs 10,000 and below Rs one lakh to police",neutral,1
5695,"June 16, 2017, Friday","Faster insolvency process in place for start-ups, small companies","Now, it'll be completed within a maximum of 135 days, as IBBI will notify new norms in this regard",neutral,1
5696,"June 16, 2017, Friday",RBI finalising co-origination lending guidelines: Dy Gov S S Mundra,He said consultations have already taken place with the banking industry on this issue,neutral,1
5697,"June 16, 2017, Friday","Bhushan, Essar Steel among 12 cos being moved to insolvency courts: Sources",Bank groups plan meetings in next two weeks to decide action,neutral,1
5698,"June 16, 2017, Friday","State-run lenders may need more capital, says RBI deputy governor",S S Mundra said there was no specific timeline set to identify additional loan defaulters,neutral,1
5699,"June 16, 2017, Friday","Deutsche Bank to restructure corporate, investment banking","Global Capital Markets division will be headed by Alexander von zur Muehlen, Mark Fedorcik",neutral,1
5700,"June 16, 2017, Friday","Canara Bank to raise Rs 3,500 cr in equity","The bank had raised Rs 1,124 crore in March through a rights issues of equity shares",neutral,1
5701,"June 16, 2017, Friday","Mergers may not be a bad idea for BoB, Canara Bank",Stocks dip but experts see need to consolidate public sector banks,neutral,1
5702,"June 15, 2017, Thursday",Axis Bank board okays Rs 5k crore capital raise on private placement,Shares of Axis Bank closed flat at Rs 508.05 on BSE,positive,2
5703,"June 15, 2017, Thursday",Risk weights cut on home loans credit negative for banks: Moody's,RBI lowered risk weight for housing loans above Rs 75 lakh to 50% from earlier 75%,negative,0
5704,"June 15, 2017, Thursday",Moody's terms easing of housing finance norms by RBI as 'credit negative',The lower capital requirements will weaken banks' protection from the housing sector,negative,0
5705,"June 15, 2017, Thursday",Improve your returns with NCDs,Invest in five-six issues to spread your risk and hold them for the entire tenure,neutral,1
5706,"June 15, 2017, Thursday",TMB plans to list by 2019,Bank's shares were privately traded at around Rs 400 and this price could double before the IPO,neutral,1
5707,"June 15, 2017, Thursday","BoB, Canara may lead round 2 of bank mergers","Dena Bank, Vijaya Bank, UCO Bank among the acquisition targets",neutral,1
5708,"June 15, 2017, Thursday",Are PNB HF's premium valuations sustainable?,"Continued market share gains, healthy asset quality to support valuations",positive,2
5709,"June 15, 2017, Thursday",Banks express concern over stress in telecom sector,"A bank official said SBI's exposure to telecom companies is in the range of Rs 80,000 crore",negative,0
5710,"June 15, 2017, Thursday","'NCLT, insolvency infra won't suffice to handle RBI's move to curb NPAs'",The Reserve Bank of India's (RBI's) decision to ask banks to file for insolvency in the case of 12 major non-performing assets ...,negative,0
5711,"June 15, 2017, Thursday",Bankruptcy Bill gets Cabinet nod,"The Bill, when enacted, will pave the way for setting up of the Resolution Corporation",neutral,1
5712,"June 14, 2017, Wednesday","Banking sector is in a sweet spot, relatively: Gopal Agrawal","Interview with chief investment officer for equities, Tata Asset Management",neutral,1
5713,"June 14, 2017, Wednesday",Bank stocks gain up to 7.7% on RBI's NPA resolution move,"Banking sector is saddled with NPAs of over Rs 8 lakh crore, of which Rs 6 lakh crore is with PSBs",positive,2
5714,"June 14, 2017, Wednesday",Bharat Financial to rollout 2 lakh kirana points for financial transactions,"Hyderabad, 14 June: Microfinace company Bharat Financial Inclusion(earlier known as SKS Microfinance Limited) is planning to roll ...",neutral,1
5715,"June 14, 2017, Wednesday",RBI puts Central Bank of India under 'corrective action' as bad loans surge,"Central Bank of India had a net non-performing loans ratio of 10.2 per cent, as of end-March",negative,0
5716,"June 14, 2017, Wednesday",Bad loans crisis: Banks are rushing to courts to get defaulters to pay up,Number of suits filed by banks against willful defaulters has more than doubled since December 2013,negative,0
5717,"June 14, 2017, Wednesday",NPA problem: RBI identifies 12 mega defaulters for insolvency,The RBI will issue directives to banks on these large accounts,negative,0
5718,"June 14, 2017, Wednesday",Financial creditors have expertise to resolve RBI-referred NPA cases: Sahoo,As an RBI-constituted committee identified 12 high-ticket non-performing assets of banks to be resolved under the Insolvency and ...,neutral,1
5719,"June 14, 2017, Wednesday",Banks' code compliance falls in 2016-17,Only one-fourth of the 51 banks in the country are rated 'high' for complying with the norms,negative,0
5720,"June 14, 2017, Wednesday","Andhra Bank puts up Rs 3,871-crore NPA assets for sale, prefers cash bids","Hyderabad, 13 June: Andhra Bank has put up Rs 3,871 crore of non performing assets(NPAs) for sale, involving 113 loan accounts ...",neutral,1
5721,"June 14, 2017, Wednesday",Top public sector banks: A financial snapshot,PSBs rose due to the direct effect of Reserve Bank of India's asset quality review,neutral,1
5722,"June 13, 2017, Tuesday",Indian Bank gets shareholders' approval to issue equity shares,"According to Sebi norms, the bank must increase public shareholding to 25%",neutral,1
5723,"June 13, 2017, Tuesday",Emkay and DBS ink pact for equity research distribution,This move would help Emkay expand its presence globally,positive,2
5724,"June 13, 2017, Tuesday",RBI examining relaxing NPA classification limit beyond 90 days,"Currently, accounts turn into a NPA or bad loan if it is not serviced for 90 days",neutral,1
5725,"June 13, 2017, Tuesday",SBI to move NCLT over bad debts,Energy industry provides big-ticket cases under Bankruptcy Code,neutral,1
5726,"June 13, 2017, Tuesday",Sebi tells commodity bourses to set up investor protection and service fund,"An investor service centre will record investor complaints, provide counselling services",neutral,1
5727,"June 13, 2017, Tuesday","In a first, Odisha develops bank mapping portal for financial inclusion","In a first of its kind in the country, Odisha Space Applications Centre (ORSAC), the apex body for space technology applications ...",neutral,1
5728,"June 13, 2017, Tuesday","IDBI Bank to establish vertical for recovering Rs 45,000 crore NPAs",The Bank would also sell off its non-core assets to augment capital,neutral,1
5729,"June 13, 2017, Tuesday","No assurance on write-offs due to merger, says SBI",SBI is in process of integrating merged entities' operations with its own to leverage cost,negative,0
5730,"June 13, 2017, Tuesday",Irdai's no to HDFC-Max merger could impact sector valuations,The much-discussed synergy for the two life insurance entities might take longer to accrue,negative,0
5731,"June 13, 2017, Tuesday",Top loan defaulters' list almost ready: Arun Jaitley,Jaitley says states offering farm loan waivers will have to generate funds from their own resources,neutral,1
5732,"June 13, 2017, Tuesday",Reliance General Insurance IPO by FY18-end,Reliance Capital to dilute 10% stake,neutral,1
5733,"June 13, 2017, Tuesday",Bank shares fall on farm loan waiver in Maharashtra,Shares of banks fell up to 4 per cent on Monday after the Maharashtra government decided to waive off farms loans of small and ...,negative,0
5734,"June 13, 2017, Tuesday","SBI's capital raising credit positive, removes dependence on govt: Moody's","Yet, high credit costs may continue to erode profits as SBI will rebuild its provisioning coverage",positive,2
5735,"June 12, 2017, Monday",Bankers squabble over municipal bond mandates,"Under the Smart Cities Mission, municipal bodies would issue bonds to raise money",negative,0
5736,"June 12, 2017, Monday","Post Rs 15,000-cr QIP, SBI's paid up capital rises to Rs 863 crore","Total proceeds of the issue will be used to augment capital adequacy ratio, other corp purposes",positive,2
5737,"June 12, 2017, Monday",Arun Jaitley reviews NPA scenario with top bankers,Meeting also featured the government's financial inclusion schemes,neutral,1
5738,"June 12, 2017, Monday",Govt actively working towards bank consolidation: Arun Jaitley,The minister hinted that a solution is coming very soon,neutral,1
5739,"June 12, 2017, Monday",RBI almost done with list of bad loans for resolution via bankruptcy: FM,"Last month, the govt tweaked its laws to help tackle a record $150 bn in troubled bank debt",neutral,1
5740,"June 12, 2017, Monday","Note ban has and may continue to result in a slowdown, warns SBI",Also says that note ban's impact could adversely affect its business,negative,0
5741,"June 12, 2017, Monday","On pre-policy meetings, FinMin and RBI to stay with convention",View in some sections of govt is that there's no need for ministry officials to meet MPC members,neutral,1
5742,"June 12, 2017, Monday",FM Jaitley to meet PSU bank chiefs on Monday to review NPA situation,It will be first meeting after promulgation of ordinance amending the Banking Regulation Act,neutral,1
5743,"June 11, 2017, Sunday",Interviews for heads of four PSU fin institutes to be held on June 22-23,"The panel will interview about 19 shortlisted applicants, sources said",neutral,1
5744,"June 11, 2017, Sunday",Karur Vysya Bank expects business to grow in FY18,Karur-based private lender Karur Vysya Bank is expecting the business to grow better compared to the previous year during the ...,positive,2
5745,"June 11, 2017, Sunday",Need to strengthen loan restructuring mechanism to tackle NPAs: MoS Finance,The ordinance authorises RBI to issue directions to initiate insolvency resolution process,positive,2
5746,"June 11, 2017, Sunday","LIC settles 99.92% of death claim cases, sets record high","LIC is keen to push the boundary further, looking to settle 99% claims on a monthly basis in future",positive,2
5747,"June 11, 2017, Sunday","EPFO to invest Rs 22,500 cr in ETFs for FY18",The annualised return on EPFO investments in ETFs has been over 12% so far: CPF Commissioner V P Joy,neutral,1
